Initializing SD card...
Card initialized.
Waiting for key...
Key received. Dumping file...
Timestamp,Sensor,BME_Temperature,BME_Pressure,BME_Humidity,BME_Gas_Resistance,BME_Altitude,ENS_AQI,ENS_TVOC,ENS_eCO2,ENS_HP0,ENS_HP1,ENS_HP2,ENS_HP3,LSM_Accel_X,LSM_Accel_Y,LSM_Accel_Z,LSM_Gyro_X,LSM_Gyro_Y,LSM_Gyro_Z,MPL_Pressure,MPL_Altitude,BNO_Accel_X,BNO_Accel_Y,BNO_Accel_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z,BNO_Gyro_X,BNO_Gyro_Y,BNO_Gyro_Z,BNO_Euler_Heading,BNO_Euler_Roll,BNO_Euler_Pitch,BNO_Linear_Accel_X,BNO_Linear_Accel_Y,BNO_Linear_Accel_Z,BNO_Gravity_X,BNO_Gravity_Y,BNO_Gravity_Z,BNO_Calibration_System,BNO_Calibration_Gyro,BNO_Calibration_Accel,BNO_Calibration_Mag1398,FRANC,,,,,,,,,,,,,-0.20,-0.30,-9.69,-0.21,-0.73,-0.34,991.19,185.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
3262,FRANC,,,,,,,,,,,,,-0.50,-0.35,-9.93,0.00,-0.05,0.01,991.54,186.19,-0.72,-1.29,-9.55,20.06,-12.56,33.25,0.00,-0.01,0.00,172.19,238.94,-4.38,0.02,0.02,0.12,-0.75,-1.32,-9.68,0,3,0,0
3272,FRANC,,,,,,,,,,,,,-0.41,-0.20,-9.71,-0.02,0.02,0.00,,,-0.69,-1.37,-9.64,18.56,-12.88,34.69,-0.00,-0.00,0.00,172.19,238.94,-4.38,-0.06,0.00,0.08,-0.75,-1.32,-9.68,0,3,0,0
3313,FRANC,,,,,,,,,,,,,-0.55,-0.58,-9.61,-0.06,-0.07,0.05,991.28,184.44,-0.89,-1.26,-9.64,18.56,-12.88,34.69,-0.00,-0.00,0.00,172.19,238.94,-4.38,-0.04,0.04,0.13,-0.75,-1.32,-9.68,0,3,0,0
3324,FRANC,,,,,,,,,,,,,-0.16,-0.31,-9.90,-0.00,0.01,-0.04,,,-0.85,-1.36,-9.64,18.88,-13.25,33.56,0.00,-0.00,0.00,172.19,238.94,-4.38,-0.10,-0.04,0.03,-0.75,-1.32,-9.68,0,3,0,0
3364,FRANC,,,,,,,,,,,,,-0.12,-0.31,-9.91,0.00,-0.07,-0.01,991.24,184.69,-0.83,-1.39,-9.58,18.88,-13.25,33.56,0.00,-0.00,0.00,172.19,238.94,-4.38,-0.05,0.00,0.10,-0.75,-1.32,-9.68,0,3,0,0
3375,FRANC,,,,,,,,,,,,,-0.23,-0.24,-9.70,0.00,-0.00,0.01,,,-0.78,-1.35,-9.61,19.69,-13.25,33.25,0.00,-0.00,0.00,172.19,238.94,-4.38,-0.03,-0.03,0.07,-0.75,-1.32,-9.68,0,3,0,0
3415,FRANC,,,,,,,,,,,,,-0.31,-0.22,-9.78,0.04,-0.02,-0.03,991.53,183.75,-0.79,-1.35,-9.58,19.69,-13.25,33.25,0.00,-0.00,0.00,172.19,238.94,-4.38,-0.03,0.02,0.06,-0.75,-1.32,-9.68,0,3,0,0
3427,FRANC,,,,,,,,,,,,,-0.23,-0.44,-9.81,-0.01,-0.03,-0.03,,,-0.71,-1.36,-9.61,20.38,-13.25,33.25,0.00,0.00,0.00,172.19,238.94,-4.38,0.03,-0.03,0.06,-0.75,-1.32,-9.68,0,3,0,0
3525,FRANC,,,,,,,,,,,,,-0.27,-0.25,-9.86,0.03,0.00,-0.05,991.44,181.31,-0.80,-1.21,-9.59,20.06,-13.25,33.25,-0.00,0.00,0.00,172.19,238.94,-4.38,-0.03,0.12,0.05,-0.75,-1.32,-9.68,0,3,0,0
3536,FRANC,,,,,,,,,,,,,-0.28,-0.25,-9.85,-0.02,0.02,-0.02,,,-0.64,-1.34,-9.63,18.88,-12.88,33.25,0.00,-0.01,-0.00,172.19,238.94,-4.38,0.10,-0.01,0.05,-0.75,-1.32,-9.68,0,3,0,0
